ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Gender,Age,Slots
Bob Hosack,LICENSED,4,Center,1,Low,120,JACKSON,39202,25,HINDS,769-572-5189,3,"1,2,3,4",6
Belinda Gomez,LICENSED,4,Center,0,Not Rated,119,JACKSON,39204,25,HINDS,662-695-5500,3,"4,5",6
Amber's Angels Family Child Care,LICENSED,4,Center,0,Not Rated,118,PEARL,39208,61,RANKIN,601-740-1641,3,"2,3,4",6
Amazing Kids Academy,LICENSED,4,Center,2,Average,117,GREENVILLE,38701,76,WASHINGTON,601-735-2504,3,"2,3,4",6
Barbara Palasota,LICENSED,4,Center,1,Low,116,MCCOMB,39648,57,PIKE,662-563-9909,3,"4,5",6
Bethany Methodist Weekday School,LICENSED,4,Center,0,Not Rated,115,FLORENCE,39073,61,RANKIN,662-746-8541,3,"1,2",6
A Big Place 4 Little People Daycare 2,LICENSED,4,Center,0,Not Rated,114,SOUTHAVEN,38671,17,DESOTO,228-239-3745,3,"1,2,3",6
"ABC Playschool, LLC",LICENSED,4,Center,1,Low,114,PEARL,39208,61,RANKIN,601-267-7676,3,"1,2,3",6
Angel Learning Center,LICENSED,4,Center,3,Good,114,PORT GIBSON,39150,11,CLAIBORNE,601-859-0632,3,"1,2,3,4,5",6
Adventureland Academy LLC,LICENSED,4,Center,0,Not Rated,113,JACKSON,39206,25,HINDS,601-398-3278,3,"1,2,3",6
Adventurous Learning,LICENSED,4,Center,0,Not Rated,113,JACKSON,39206,25,HINDS,601-407-1798,3,"3,4,5",6
Apple Bee Learning Center LLC,LICENSED,4,Center,0,Not Rated,113,BRANDON,39047,61,RANKIN,662-257-1672,3,"3,4,5",6
Apple Seed Home Day Care,LICENSED,4,Center,2,Average,113,INDIANOLA,38751,67,SUNFLOWER,662-263-4847,3,"2,3,4",6
All Kids 1st Learning Academy,LICENSED,4,Center,4,Very Good,112,STARKVILLE,39759,53,OKTIBBEHA,601-587-0574,3,"2,3",6
Amazing Kid'z Christian Academy,LICENSED,4,Center,1,Low,112,SUMMIT,39666,57,PIKE,601-735-0591,3,"1,2,3,4,5",6
Beautiful Colors Child Care,LICENSED,4,Center,4,Very Good,112,STARKVILLE,39759,53,OKTIBBEHA,662-631-3737,3,"1,2,3,4",6
Bookworms Academy Educational Childcare Center,LICENSED,4,Center,0,Not Rated,112,PEARL,39208,61,RANKIN,228-964-1820,3,"4,5",6
A Place for Children,LICENSED,4,Center,0,Not Rated,111,MOSS POINT,39562,30,JACKSON,228-475-9930,3,"2,3,4",6
Angela Pipkin,LICENSED,3,Group Home,0,Not Rated,111,GRENADA,38901,22,GRENADA,601-894-9010,3,"2,3,4",6
Anh Thi Trinh,LICENSED,4,Center,4,Very Good,111,BILOXI,39531,24,HARRISON,601-977-8336,3,"4,5",6
Ark Adventure Preschool,LICENSED,4,Center,0,Not Rated,111,BATESVILLE,38606,54,PANOLA,662-324-4471,3,"1,2",6
Bobbie  Elkins,LICENSED,4,Center,0,Not Rated,111,BATESVILLE,38606,54,PANOLA,769-572-5189,3,"1,2,3",6
Anna Strong,LICENSED,3,Group Home,0,Not Rated,110,CLINTON,39056,25,HINDS,662-207-1257,3,"1,2,3",6
Antoniette Marie Portillo,LICENSED,4,Center,0,Not Rated,110,MENDENHALL,39114,64,SIMPSON,662-253-0303,3,"1,2,3,4,5",6
Blooming Kids LLC,LICENSED,4,Center,0,Not Rated,110,CLINTON,39056,25,HINDS,662-963-3336,3,"1,2,3",6
Alfreda De La Garza,LICENSED,3,Group Home,2,Average,109,NATCHEZ,39120,1,ADAMS,601-503-3164,3,"3,4,5",5
Aubry Palmer Hogan,LICENSED,4,Center,1,Low,109,FLOWOOD,39232,61,RANKIN,662-378-5860,3,"3,4,5",5
Bi Van Ngo,LICENSED,4,Center,2,Average,109,LEXINGTON,39095,26,HOLMES,662-820-9011,3,"2,3,4",5
Alianza Eco International School,LICENSED,4,Center,0,Not Rated,108,VICKSBURG,39180,75,WARREN,601-506-0909,3,"2,3",5
Angels Montessori,LICENSED,4,Center,0,Not Rated,108,BOYLE,38730,6,BOLIVAR,601-939-5955,3,"1,2,3,4,5",5
AnhNguyet  Do,LICENSED,4,Center,0,Not Rated,108,STENNIS SPACE CENTER,39529,23,HANCOCK,601-981-6134,3,"1,2,3,4",5
Ben Donnell Center,LICENSED,4,Center,5,Excellent,108,STARKVILLE,39759,53,OKTIBBEHA,662-726-9901,3,"4,5",5
Alpha Child Development Center,LICENSED,4,Center,0,Not Rated,107,PEARL,39208,61,RANKIN,601-653-4793,3,"2,3,4",5
AlphaBest @ Carver Elementary,LICENSED,2,Slot Contractor,0,Not Rated,106,BILOXI,39532,30,JACKSON,601-659-7009,3,"2,3,4",5
Angels World Childcare Center,LICENSED,4,Center,0,Not Rated,106,NATCHEZ,39120,1,ADAMS,601-946-6880,3,"4,5",5
Baranoff YMCA,LICENSED,4,Center,0,Not Rated,106,NATCHEZ,39120,1,ADAMS,662-537-6975,3,"1,2",5
Bonne Vie School,LICENSED,4,Center,0,Not Rated,106,GREENWOOD,38930,42,LEFLORE,228-249-1359,3,"1,2,3",5
4th and Elms Cornerstone Christian Preschool,LICENSED,3,Group Home,5,Excellent,105,HATTIESBURG,39401,18,FORREST,228-224-1455,3,"1,2,3",5
A Touch of Love Child Care,LICENSED,4,Center,1,Low,105,JACKSON,39204,25,HINDS,228-769-3319,3,"1,2,3,4,5",5
Acts of Love Early Childhood Education Center,LICENSED,4,Center,1,Low,105,JACKSON,39202,25,HINDS,601-359-4444,3,"1,2,3",5
After The Bell - Rainwater Summer Program,LICENSED,4,Center,0,Not Rated,105,GULFPORT,39507,24,HARRISON,601-434-0647,3,"3,4,5",5
Allstars Learning Center Inc,LICENSED,4,Center,1,Low,105,VICKSBURG,39180,75,WARREN,601-636-3616,3,"3,4,5",5
Angel Creek Preschool,LICENSED,4,Center,1,Low,105,JACKSON,39202,25,HINDS,601-855-0509,3,"2,3,4",5
Ascension Day School,LICENSED,4,Center,0,Not Rated,105,JACKSON,39204,25,HINDS,662-335-1020,3,"2,3",5
Ashley Barrett,LICENSED,4,Center,0,Not Rated,105,VICKSBURG,39180,75,WARREN,662-342-8634,3,"1,2,3,4,5",5
Atascocita Childrens Academy,LICENSED,4,Center,0,Not Rated,105,PEARL,39208,61,RANKIN,662-369-7414,3,"1,2,3,4",5
Barber's Creekside Kids,LICENSED,4,Center,0,Not Rated,105,HOLLY SPRINGS,38635,47,MARSHALL,662-571-1589,3,"4,5",5
Bay Area Child Development Ctr II,LICENSED,4,Center,0,Not Rated,105,TUPELO,38804,41,LEE,662-590-2871,3,"2,3,4",5
Betty De Hoyos,LICENSED,4,Center,0,Not Rated,105,VICKSBURG,39183,75,WARREN,662-773-2268,3,"2,3,4",5
Bich-Ngoc Thi Nguyen,LICENSED,4,Center,3,Good,105,JACKSON,39209,25,HINDS,662-827-5755,3,"4,5",5
Anh Minh Hong,LICENSED,4,Center,1,Low,104,LONG BEACH,39560,24,HARRISON,601-960-2400,3,"1,2",5
A Mothers Love Childcare,LICENSED,4,Center,3,Good,103,HORN LAKE,38637,17,DESOTO,228-466-0778,3,"1,2,3",5
Ann & Nate Levine Early Childcare Center,LICENSED,4,Center,0,Not Rated,102,JACKSON,39206,25,HINDS,601-987-4978,3,"1,2,3",5
Blossom Valley Academy,LICENSED,4,Center,0,Not Rated,101,GULFPORT,39503,24,HARRISON,678-330-5667,3,"1,2,3,4,5",5
A Bright Beginning CCH,LICENSED,4,Center,0,Not Rated,100,SOUTHAVEN,38671,17,DESOTO,228-249-5097,3,"1,2,3",5
A Brighter Day Child Care Center,LICENSED,2,Slot Contractor,1,Low,100,MERIDIAN,39301,38,LAUDERDALE,228-249-9986,3,"3,4,5",5
A Creative Focus Learning Center,LICENSED,3,Group Home,0,Not Rated,100,FLOWOOD,39232,61,RANKIN,228-313-1227,3,"3,4,5",5
A Creative Learning Center LLC,LICENSED,2,Slot Contractor,0,Not Rated,100,OLIVE BRANCH,38654,17,DESOTO,228-313-7456,3,"2,3,4",5
A M Brooks Head Start,LICENSED,4,Center,0,Not Rated,100,OLIVE BRANCH,38654,17,DESOTO,228-396-2183,3,"2,3",5
A-2-Z Learning Center #3,LICENSED,4,Center,0,Not Rated,100,GULFPORT,39503,24,HARRISON,228-867-2140,3,"1,2,3,4,5",5
ABC Child Care Learning Center,LICENSED,4,Center,0,Not Rated,100,JACKSON,39204,25,HINDS,601-200-4100,3,"1,2,3,4",5
ABC Kids Fun 2 Learn Center #2,LICENSED,4,Center,0,Not Rated,100,SOUTHAVEN,38671,17,DESOTO,601-249-3363,3,"4,5",5
ABC Learning Center #3,LICENSED,4,Center,0,Not Rated,100,MOSS POINT,39563,30,JACKSON,601-264-4609,3,"2,3,4",5
Above and Beyond Center for Children,LICENSED,4,Center,0,Not Rated,100,OLIVE BRANCH,38654,17,DESOTO,601-308-5155,3,"2,3,4",5
Abundant Grace Early Childhood Center,LICENSED,4,Center,0,Not Rated,100,NESBIT,38651,17,DESOTO,601-316-1175,3,"4,5",5
Ada  Ezeakunne,LICENSED,4,Center,0,Not Rated,100,SOUTHAVEN,38671,17,DESOTO,601-359-4638,3,"1,2",5
Adriana  Olague,LICENSED,3,Group Home,0,Not Rated,100,BILOXI,39530,24,HARRISON,601-366-0644,3,"1,2,3",5
Adventure Kids Playcare,LICENSED,4,Center,0,Not Rated,100,JACKSON,39209,25,HINDS,601-376-8042,3,"1,2,3",5
Adventures in Pre-K,LICENSED,4,Center,0,Not Rated,100,JACKSON,39211,25,HINDS,601-405-6372,3,"1,2,3,4,5",5
After 3 After School Program,LICENSED,4,Center,0,Not Rated,100,JACKSON,39206,25,HINDS,601-410-6015,3,"1,2,3",5
After 3 After School Programs Ashford Elementary School,LICENSED,4,Center,0,Not Rated,100,GULFPORT,39507,24,HARRISON,601-415-1714,3,"3,4,5",5
Aggieland Country School,LICENSED,4,Center,0,Not Rated,100,GULFPORT,39503,24,HARRISON,601-446-9878,3,"3,4,5",5
Alexis Kathleen Sylva,LICENSED,3,Group Home,0,Not Rated,100,NEW ALBANY,38652,73,UNION,601-502-3659,3,"3,4,5",5
Alice In Wonderland Day Care Center #3,LICENSED,4,Center,0,Not Rated,100,MCCOMB,39648,57,PIKE,601-520-7375,3,"2,3,4",5
Alicia Botello,LICENSED,3,Group Home,0,Not Rated,100,MACON,39341,52,NOXUBEE,601-540-5636,3,"2,3",5
All About Kids,LICENSED,4,Center,0,Not Rated,100,PONTOTOC,38863,58,PONTOTOC,601-551-4591,3,"1,2,3,4,5",5
Almost Grandmas Childcare Center,LICENSED,4,Center,4,Very Good,100,PONTOTOC,38863,58,PONTOTOC,601-638-8109,3,"1,2,3,4",5
Alpha Montessori House,LICENSED,4,Center,1,Low,100,SALTILLO,38866,41,LEE,601-656-1096,3,"4,5",5
Alpha Time Child Care,LICENSED,4,Center,0,Not Rated,100,COLUMBUS,39701,44,LOWNDES,601-656-6487,3,"2,3,4",5
AlphaBest @ Draper Intermediate School,LICENSED,2,Slot Contractor,1,Low,100,FLORA,39071,45,MADISON,601-680-0144,3,"2,3,4",5
AlphaBest @ Nichols Elementary,LICENSED,2,Slot Contractor,2,Average,100,GREENVILLE,38701,76,WASHINGTON,601-683-3956,3,"4,5",5
AlphaBest @ Rucker Elementary,LICENSED,2,Slot Contractor,0,Not Rated,100,GOLDEN,38847,71,TISHOMINGO,601-683-6444,3,"1,2",5
Altha Taylor Jones,LICENSED,3,Group Home,1,Low,100,COLUMBUS,39701,44,LOWNDES,601-686-0624,3,"1,2,3",5
Althea J. Wallace,LICENSED,3,Group Home,1,Low,100,COLUMBUS,39702,44,LOWNDES,601-687-1146,3,"1,2,3",5
Alvin FUMC Preschool,LICENSED,4,Center,4,Very Good,100,PICAYUNE,39466,55,PEARL RIVER,601-693-8227,3,"1,2,3,4,5",5
Amanda Panda Preschool,LICENSED,4,Center,0,Not Rated,100,GREENVILLE,38701,76,WASHINGTON,601-715-0824,3,"1,2,3",5
Ameen People Montessori School,LICENSED,4,Center,0,Not Rated,100,COLUMBUS,39701,44,LOWNDES,601-747-9331,3,"3,4,5",5
Americas Choice Children Center,LICENSED,4,Center,0,Not Rated,100,NEW ALBANY,38652,73,UNION,601-764-3950,3,"3,4,5",5
Angel Academy,LICENSED,4,Center,1,Low,100,HATTIESBURG,39402,37,LAMAR,601-852-4249,3,"2,3,4",5
Angel Valley Christian Day Care,LICENSED,4,Center,1,Low,100,CORINTH,38834,2,ALCORN,601-859-8077,3,"2,3",5
Angel's Land Day Care and Learning Center,LICENSED,4,Center,4,Very Good,100,JACKSON,39206,25,HINDS,601-859-8868,3,"1,2,3,4,5",5
Anh Chua Dang,LICENSED,4,Center,3,Good,100,BILOXI,39531,24,HARRISON,601-956-4174,3,"1,2,3,4",5
Anna's Childcare,LICENSED,4,Center,2,Average,100,PASCAGOULA,39581,30,JACKSON,662-207-7122,3,"4,5",5
Annette Choice,LICENSED,4,Center,0,Not Rated,100,KILN,39556,23,HANCOCK,662-234-7378,3,"2,3,4",5
Annette's Day Care Center Too!,LICENSED,4,Center,0,Not Rated,100,WEST POINT,39773,13,CLAY,662-235-4979,3,"2,3,4",5
Apple Tree School,LICENSED,4,Center,1,Low,100,PONTOTOC,38863,58,PONTOTOC,662-281-8351,3,"4,5",5
Apples Greatest Beginnings 1,LICENSED,4,Center,0,Not Rated,100,STARKVILLE,39759,53,OKTIBBEHA,662-283-5463,3,"1,2",5
April Thompson,LICENSED,4,Center,0,Not Rated,100,WIGGINS,39577,66,STONE,662-289-8266,3,"1,2,3",5
Aprils Big Top,LICENSED,4,Center,2,Average,100,PICAYUNE,39466,55,PEARL RIVER,662-289-9231,3,"1,2,3",5
Aransas Pass Headstart Center,LICENSED,4,Center,0,Not Rated,100,COLUMBIA,39429,46,MARION,662-302-5049,3,"1,2,3,4,5",5
Ashley  Moehnke,LICENSED,4,Center,1,Low,100,OLIVE BRANCH,38654,17,DESOTO,662-337-4355,3,"1,2,3",5
Ashleys Private School,LICENSED,4,Center,1,Low,100,SOUTHAVEN,38671,17,DESOTO,662-358-4538,3,"3,4,5",5
Aunt Ruthies Childcare,LICENSED,4,Center,1,Low,100,MOSS POINT,39563,30,JACKSON,662-378-9359,3,"3,4,5",5
Austin Achieve Extend A Care,LICENSED,4,Center,1,Low,100,JACKSON,39211,25,HINDS,662-383-5504,3,"2,3,4",5
Austin Children's Academy,LICENSED,4,Center,0,Not Rated,100,CLARKSDALE,38614,14,COAHOMA,662-385-0774,3,"2,3",5
Austin Elementary at YMCA,LICENSED,4,Center,1,Low,100,SAUCIER,39574,24,HARRISON,662-392-6490,3,"1,2,3,4,5",5
Austin Head Start,LICENSED,4,Center,0,Not Rated,100,RIPLEY,38663,70,TIPPAH,662-392-9514,3,"1,2,3,4",5
Austin High Extend A Care,LICENSED,4,Center,0,Not Rated,100,PICAYUNE,39466,55,PEARL RIVER,662-393-4000,3,"4,5",5
Avance - EHS Child Development Center @ Morales,LICENSED,2,Slot Contractor,0,Not Rated,100,CORINTH,38834,2,ALCORN,662-435-5400,3,"2,3,4",5
Avance - San Antonio CDC Frank Garrett,LICENSED,2,Slot Contractor,0,Not Rated,100,WEST POINT,39773,13,CLAY,662-451-7487,3,"2,3,4",5
"Avance - Houston, Inc.-Donna C. Lewis Head Start-Spring ISD",LICENSED,2,Slot Contractor,0,Not Rated,100,FULTON,38843,29,ITAWAMBA,662-453-4047,3,"4,5",5
Azle Early Learning Center at Eagle Heights,LICENSED,4,Center,0,Not Rated,100,SALTILLO,38866,41,LEE,662-456-1478,3,"1,2",5
Baptist Community Center,LICENSED,4,Center,1,Low,100,BILOXI,39530,24,HARRISON,662-537-4772,3,"1,2,3",5
Beautiful Children Learning Day Care Center,LICENSED,4,Center,0,Not Rated,100,HATTIESBURG,39401,18,FORREST,662-628-6533,3,"1,2,3",5
Belinda Gail Murrell,LICENSED,4,Center,0,Not Rated,100,SOUTHAVEN,38671,17,DESOTO,662-690-3980,3,"1,2,3,4,5",5
Belinda Price,LICENSED,4,Center,0,Not Rated,100,STARKVILLE,39759,53,OKTIBBEHA,662-716-9282,3,"1,2,3",5
Ben Thi Nguyen,LICENSED,4,Center,0,Not Rated,100,VICKSBURG,39183,75,WARREN,662-728-0099,3,"3,4,5",5
Beulah King-Booker,LICENSED,4,Center,0,Not Rated,100,GREENWOOD,38930,42,LEFLORE,662-798-0574,3,"3,4,5",5
Big Dreams & Lil' Wonders Academy,LICENSED,4,Center,0,Not Rated,100,STARKVILLE,39759,53,OKTIBBEHA,662-834-2198,3,"2,3,4",5
Birnham Woods Elementary YMCA,LICENSED,2,Slot Contractor,0,Not Rated,100,TUPELO,38801,41,LEE,662-842-3197,3,"2,3",5
A Time & A Season Christian Dayschool,LICENSED,4,Center,1,Low,99,SUMRALL,39402,37,LAMAR,228-731-3103,3,"1,2,3,4,5",5
Adelmira Price,LICENSED,4,Center,0,Not Rated,99,VANCLEAVE,39565,30,JACKSON,601-362-4237,3,"1,2,3,4",5
Aldine Community Transformation Center After-School Program,LICENSED,4,Center,0,Not Rated,99,GULFPORT,39503,24,HARRISON,601-485-7897,3,"4,5",5
AlphaBest @ Johnson Elementary,LICENSED,2,Slot Contractor,0,Not Rated,99,CRAWFORD,39743,44,LOWNDES,601-665-4235,3,"2,3,4",5
Anel Talavera,LICENSED,4,Center,1,Low,99,HOUSTON,38851,9,CHICKASAW,601-849-4062,3,"2,3,4",5
Anh Ngoc Dang,LICENSED,4,Center,0,Not Rated,99,TCHULA,39169,26,HOLMES,601-960-2400,3,"4,5",5
Anh Ngoc Nguyen,LICENSED,4,Center,3,Good,99,GULFPORT,39503,24,HARRISON,601-960-5335,3,"1,2",5
Barbara A Campbell,LICENSED,4,Center,0,Not Rated,99,TCHULA,39169,26,HOLMES,662-537-7833,3,"1,2,3",5
1.2..me...Childcare,LICENSED,2,Slot Contractor,0,Not Rated,98,HERNANDO,38632,17,DESOTO,228-206-1393,3,"1,2,3",5
All Kid's Day Care,LICENSED,4,Center,0,Not Rated,98,BALDWYN,38824,41,LEE,601-583-9399,3,"1,2,3,4,5",5
Angelitos Day Care 2,LICENSED,4,Center,0,Not Rated,98,GRENADA,38901,22,GRENADA,601-925-0111,3,"1,2,3",5
Arc-A Caring Choice Northeast,LICENSED,4,Center,0,Not Rated,98,MERIDIAN,39305,38,LAUDERDALE,662-304-5061,3,"3,4,5",5
Baker Ripley Neighborhood Centers Inc,LICENSED,4,Center,0,Not Rated,98,GULFPORT,39503,24,HARRISON,662-524-4766,3,"3,4,5",5
Beth Yeshurun School,LICENSED,4,Center,0,Not Rated,98,RIDGELAND,39157,45,MADISON,662-746-7690,3,"2,3,4",5
Amie's Angels Childcare,LICENSED,4,Center,0,Not Rated,97,MERIDIAN,39305,38,LAUDERDALE,601-765-6499,3,"2,3",5
Barcelona Head Start Center,LICENSED,4,Center,1,Low,97,GRENADA,38901,22,GRENADA,662-571-2073,3,"1,2,3,4,5",5
Be Thi Nguyen,LICENSED,4,Center,3,Good,97,BILOXI,39531,24,HARRISON,662-617-1508,3,"1,2,3,4",5
Bich Thu Nguyen,LICENSED,4,Center,0,Not Rated,97,JACKSON,39209,25,HINDS,662-822-7464,3,"4,5",5
Blue Bird Kids Academy,LICENSED,4,Center,1,Low,97,BROOKHAVEN,39601,43,LINCOLN,769-216-2432,3,"2,3,4",5
Academic Athlete Afterschool Program,LICENSED,4,Center,1,Low,96,HATTIESBURG,39402,37,LAMAR,601-321-9519,3,"2,3,4",5
Albatros Colegio Infantil #2,LICENSED,4,Center,2,Average,96,WAVELAND,39576,23,HANCOCK,601-483-6286,3,"4,5",5
AlphaBest @ Shady Shores Elementary,LICENSED,2,Slot Contractor,0,Not Rated,96,PEARL,39208,61,RANKIN,601-678-1618,3,"1,2",5
Amy Berglund,LICENSED,3,Group Home,1,Low,96,GREENVILLE,38703,76,WASHINGTON,601-786-0849,3,"1,2,3",5
Angel's Playhouse Family Daycare,LICENSED,4,Center,3,Good,96,WAVELAND,39576,23,HANCOCK,601-862-1940,3,"1,2,3",5
Anna Pham,LICENSED,3,Group Home,2,Average,96,GULFPORT,39507,24,HARRISON,662-207-0423,3,"1,2,3,4,5",5
Apple Grove School,LICENSED,4,Center,0,Not Rated,96,RIPLEY,38663,70,TIPPAH,662-262-7101,3,"1,2,3",5
Beacon Bay Head Start Child Development Center,LICENSED,4,Center,2,Average,96,MERIDIAN,39305,38,LAUDERDALE,662-620-8899,3,"3,4,5",5
Amarillo Montessori Day School,LICENSED,4,Center,0,Not Rated,95,PICAYUNE,39466,55,PEARL RIVER,601-727-9051,3,"3,4,5",5
Angela Warren,LICENSED,3,Group Home,2,Average,95,VERONA,38804,41,LEE,601-917-7127,3,"2,3,4",5
Aransas Pass Early Headstart Center,LICENSED,4,Center,0,Not Rated,95,WIGGINS,39577,66,STONE,662-302-4484,3,"2,3",5
Arbor Terrace Head Start Center,LICENSED,4,Center,2,Average,95,VERONA,38879,41,LEE,662-302-9578,3,"1,2,3,4,5",5
Baby Love Child Care,LICENSED,4,Center,0,Not Rated,95,PHILADELPHIA,39350,50,NESHOBA,662-468-2777,3,"1,2,3,4",5
Big Dreams Learning Center,LICENSED,4,Center,1,Low,95,TUPELO,38801,41,LEE,662-834-2585,3,"4,5",5
A Child's View,LICENSED,2,Slot Contractor,0,Not Rated,94,OLIVE BRANCH,38654,17,DESOTO,228-282-2918,3,"2,3,4",5
Asbury Creative Learning Center,LICENSED,4,Center,1,Low,94,JACKSON,39203,25,HINDS,662-334-3710,3,"2,3,4",5
Blossom Heights Child Development Center,LICENSED,4,Center,0,Not Rated,94,JACKSON,39203,25,HINDS,662-998-2298,3,"4,5",5
ABC Childrens Learning Home,LICENSED,4,Center,0,Not Rated,93,GOODMAN,39079,26,HOLMES,601-212-3857,3,"1,2",5
ABC Learning Center,LICENSED,4,Center,0,Not Rated,93,BRANDON,39042,61,RANKIN,601-253-4460,3,"1,2,3",5
Alliance After School Care at Johnston,LICENSED,2,Slot Contractor,0,Not Rated,93,COLUMBIA,39429,46,MARION,601-626-8501,3,"1,2,3",5
Alliance After School Care at Merkel,LICENSED,2,Slot Contractor,0,Not Rated,93,BRANDON,39042,61,RANKIN,601-630-3320,3,"1,2,3,4,5",5
Almost Home,LICENSED,4,Center,0,Not Rated,93,VERONA,38879,41,LEE,601-639-4166,3,"1,2,3",5
Alvarado ISD Learning Center,LICENSED,4,Center,0,Not Rated,93,CARRIERE,39426,55,PEARL RIVER,601-693-3242,3,"3,4,5",5
Amanda  Radke,LICENSED,3,Group Home,0,Not Rated,93,CARRIERE,39426,55,PEARL RIVER,601-706-4125,3,"3,4,5",5
Beehive Parent Child Center,LICENSED,4,Center,0,Not Rated,93,CARRIERE,39426,55,PEARL RIVER,662-654-7917,3,"2,3,4",5
Beverley Browne,LICENSED,4,Center,1,Low,93,GOODMAN,39079,26,HOLMES,662-798-0651,3,"2,3",5
Agustina Cardenas,LICENSED,3,Group Home,0,Not Rated,92,JACKSON,39212,25,HINDS,601-453-2927,3,"1,2,3,4,5",5
Alma Rosa Garza,LICENSED,3,Group Home,0,Not Rated,92,MCCOMB,39648,57,PIKE,601-638-0023,3,"1,2,3,4",5
Amanda Simon-Stark,LICENSED,3,Group Home,0,Not Rated,92,LELAND,38756,76,WASHINGTON,601-715-4770,3,"4,5",5
Amarillo Southwest Montessori Preschool INC,LICENSED,4,Center,1,Low,92,COLUMBUS,39702,44,LOWNDES,601-730-8906,3,"2,3,4",5
Ana's Daycare,LICENSED,4,Center,1,Low,92,VICKSBURG,39183,75,WARREN,601-825-3769,3,"2,3,4",5
AnnaThanh Huynh,LICENSED,4,Center,3,Good,92,GULFPORT,39503,24,HARRISON,662-207-8973,3,"4,5",5
Ark Preschool,LICENSED,4,Center,0,Not Rated,92,NETTLETON,38858,48,MONROE,662-325-3031,3,"1,2",5
Attitude Respect N' Manners Learning Center #4,LICENSED,4,Center,0,Not Rated,92,CORINTH,38834,2,ALCORN,662-378-5261,3,"1,2,3",5
Austin Montessori School After School Program,LICENSED,4,Center,2,Average,92,VICKSBURG,39183,75,WARREN,662-394-9484,3,"1,2,3",5
Avance - SA Head Start - Collier Elem,LICENSED,2,Slot Contractor,1,Low,92,PHILADELPHIA,39350,50,NESHOBA,662-455-0215,3,"1,2,3,4,5",5
Bich-Ngoc Thi Ho,LICENSED,4,Center,0,Not Rated,92,CARTHAGE,39051,40,LEAKE,662-827-7441,3,"1,2,3",5
Bonnies Day Care,LICENSED,4,Center,0,Not Rated,92,COLUMBUS,39702,44,LOWNDES,228-832-4044,3,"3,4,5",5
1st Step University Child Care,LICENSED,2,Slot Contractor,0,Not Rated,91,BILOXI,39532,30,JACKSON,228-207-6395,3,"3,4,5",5
Anh Tuyet Thi Tran,LICENSED,4,Center,2,Average,91,GULFPORT,39507,24,HARRISON,601-981-2211,3,"2,3,4",5
Another Just Kidz,LICENSED,4,Center,0,Not Rated,91,RIDGELAND,39157,45,MADISON,662-247-2656,3,"2,3",5
Bock Child Care Group Center,LICENSED,4,Center,1,Low,91,GRENADA,38901,22,GRENADA,769-610-5924,3,"1,2,3,4,5",5
A Bar Z Ponderosa,LICENSED,4,Center,0,Not Rated,90,GREENVILLE,38701,76,WASHINGTON,228-234-3035,3,"1,2,3,4",5
A World of Learning,LICENSED,4,Center,3,Good,90,HATTIESBURG,39401,18,FORREST,228-818-2830,3,"4,5",5
A-2-Z Learning Center #4,LICENSED,4,Center,2,Average,90,BRANDON,39047,61,RANKIN,228-868-0427,3,"2,3,4",5
Abbey Academy Daycare,LICENSED,4,Center,0,Not Rated,90,MOSS POINT,39562,30,JACKSON,228-990-1820,3,"2,3,4",5
ABC Day School,LICENSED,4,Center,1,Low,90,OXFORD,38655,36,LAFAYETTE,601-218-3340,3,"4,5",5
ABC Learning Center #4,LICENSED,4,Center,0,Not Rated,90,PEARL,39208,61,RANKIN,601-260-7877,3,"1,2",5
Academy at Walnut Creek,LICENSED,4,Center,0,Not Rated,90,JACKSON,39212,25,HINDS,601-331-0965,3,"1,2,3",5
Acton Baptist Preschool,LICENSED,4,Center,2,Average,90,YAZOO CITY,39194,82,YAZOO,601-357-5017,3,"1,2,3",5
Adele Wright,LICENSED,4,Center,0,Not Rated,90,MANTACHIE,38855,29,ITAWAMBA,601-362-1998,3,"1,2,3,4,5",5
Almitas Daycare,LICENSED,4,Center,2,Average,90,COLDWATER,38618,69,TATE,601-638-3583,3,"1,2,3",5
Althea King,LICENSED,3,Group Home,1,Low,90,GREENVILLE,38701,76,WASHINGTON,601-687-1706,3,"3,4,5",5
Amy Bienvenu,LICENSED,3,Group Home,0,Not Rated,90,COLUMBUS,39702,44,LOWNDES,601-787-2533,3,"3,4,5",5
Angela Lynn Hopkins,LICENSED,3,Group Home,0,Not Rated,90,CLINTON,39056,25,HINDS,601-888-4254,3,"2,3,4",5
Angela Van,LICENSED,3,Group Home,3,Good,90,BAY SAINT LOUIS,39520,23,HANCOCK,601-906-9137,3,"2,3",5
Antoinette  Gaspard,LICENSED,4,Center,0,Not Rated,90,STARKVILLE,39759,53,OKTIBBEHA,662-247-9936,3,"1,2,3,4,5",5
ASAP After School Activities Program,LICENSED,4,Center,0,Not Rated,90,HATTIESBURG,39401,18,FORREST,662-334-3586,3,"1,2,3,4",5
Asbury House Child Enrichment Center,LICENSED,4,Center,0,Not Rated,90,TAYLORSVILLE,39168,65,SMITH,662-334-3900,3,"4,5",5
Aurora Dominguez,LICENSED,4,Center,1,Low,90,KOSCIUSKO,39090,4,ATTALA,662-383-2126,3,"2,3,4",5
